JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
Gerente de E-commerce,Michael Page,"São Bernardo do Campo, SP",há 30+ dias,2021-10-18,Salvar Vaga Compartilhe essa vaga Voltar à pesquisa Descrição Resumo Empregos Similares Atualizada 17/05/2021 Disponibilidade para trabalhar em São Bernardo…,Não informado
"Gaming Category Manager, Brazil",Logitech,"São Paulo, SP",há 30+ dias,2021-10-18,"Maintain intelligence on competition products performance. BS degree in business, project management, marketing, sales or similar.",Não informado
Customer Success Manager (Investment Solutions),LSEG (London Stock Exchange Group),"Cardoso, SP",há 30+ dias,2021-10-18,Bring in customer intelligence and feedback. Ability to map a customer’s business process to product capability. Breadth & depth of customer relationships.,Não informado
Senior Sales Engineer,Flowserve,"São Caetano do Sul, SP",há 30+ dias,2021-10-18,"Skilled at product demonstrations, presentations, and business writing. Demonstrated financial acumen to discuss business decisions, especially return on…",Não informado
Analista Desenvolvedor (BI),DXC Technology,"Campinas, SP",há 30+ dias,2021-10-18,"Atuar no desenvolvimento e manutenção das aplicações BI; Experiência em t ratamento de incidentes, definição de soluções de novas demandas, bem como atuar no…",Não informado
Especialista de BI,Neo Negócios & Carreira,"São Paulo, SP",há 30+ dias,2021-10-18,Realizar análise e compilação de dados quantitativos e qualitativos através de pesquisas; Atuar com previsão / tendência de dados de desempenho;,R$ 14.000 por mês
"Strategic Account Manager, Category Management",James Hardie,"Sales, SP",há 30+ dias,2021-10-18,"Synthesize information on performance trends and competitive intelligence to guide senior business leaders in strategic planning, forecasting and identifying…",Não informado
Associate Director Account Management,Concentrix,"São Paulo, SP",há 14 dias,2021-10-18,To address internal or external business and regulatory issues. Mastery of the organization's business operations and industry.,Não informado
Solution Architect-Cognitive Computing,IBM,"São Paulo, SP",há 16 dias,2021-10-18,To think along with clients and sell. Todas as nossas vagas são elegíveis para pessoas com deficiência ou reabilitadas.,Não informado
Analista Analytics (BI) - Pl,Mazzatech,"São Paulo, SP",há 30+ dias,2021-10-18,"EXPERIÊNCIA: Competências Técnicas: Pré requisitos: Pacote Office (Excel Avançado); Experiência em BI, Analytics; Linguagem de consulta a banco de dados (SQL)…",Não informado
Key Account Manager,Continental AG,"Várzea Paulista, SP",há 30+ dias,2021-10-18,"Provide meaningful market intelligence data regarding customer and competitors activities. Experience on international automotive companies, dealing with…",Não informado
Senior Manager - CPG,Kalypso,"São Paulo, SP",há 30+ dias,2021-10-18,"Proactively manages business economics, un-billed charges, and accounts receivable. Qualifies opportunities based on knowledge of Firm services, practices and…",Não informado
novaCloud Advocate,Microsoft,"São Paulo, SP",há 6 dias,2021-10-18,"A business and/or technical degree, software engineering degree preferred or equivalent experience. A keen ability to communicate complex ideas to audiences…",Não informado
Product Owner - PO | Digital,JHSF,"São Paulo, SP",há 30+ dias,2021-10-18,"Tradição e Modernidade são o coração dos nossos negócios. Com a capacidade de antecipar tendências, a JHSF traz soluções inovadoras para os seguimentos em que…",Não informado
Project Manager,Dynatrace,"São Paulo, SP",há 30+ dias,2021-10-18,"Responsible for the definition of the project business requirements, analysis, and design; facilitate decision making sessions for project specific architecture…",Não informado
"AliExpress Category Specialist/Senior Specialist, Home & Liv...",Alibaba,"São Paulo, SP",há 30+ dias,2021-10-18,Define and implement business strategies in line with category management team. Developing expert understanding of sellers’ business and utilize insight to find…,Não informado
Consultor Power BI Pleno/Sênior,ORANGEFOX TI,"São Paulo, SP",há 18 dias,2021-10-18,"Presencial, com estacionamento e almoço no local; Conhecimento em Power BI Reports.",Não informado
Alibaba Group Logistics & Seller Operations Senior Specialis...,Alibaba,"São Paulo, SP",há 30+ dias,2021-10-18,"Lead/Contribute for the solution to make business with improved seller & buyer experience. Willingness to work in start-up mode, ability to operate highly…",Não informado
Analista DBM/BI - Pl (SQL),Mazzatech,"São Paulo, SP",há 19 dias,2021-10-18,EXPERIÊNCIA: Competências Técnicas: Conhecimento em SQL; Excel Avançado; Lógica de Programação; HTML; SAS; ETL; Sales Force (Marketing Cloud).,Não informado
Talent Acquisition Partner - Senior,IBM,"Hortolândia, SP",há 23 dias,2021-10-18,"Work with a team using the most innovative approaches to attraction, sourcing, selection, interviewing, offering, and closing.",Não informado
Analista de BI para Operações,Gabriel,"São Paulo, SP",há 30+ dias,2021-10-18,"Acompanhar o andamento dos projetos para garantir a execução das atividades planejadas, saber identificar desvios, atuar na priorização das demandas e escalar…",Não informado
Area Sales Manager - Brazil,Portwest,"São Paulo, SP",há 30+ dias,2021-10-18,"Conduct ongoing development of market intelligence, including marketing events such as trade shows, seminars, exhibitions and journals which is fed back to the…",Não informado
Especialista de Dados/Analytics - Techfin,TOTVS,"São Paulo, SP",há 30+ dias,2021-10-18,Experiência com gestão de dados para geração de valor (business intelligence e data analytics); Boa comunicação para interagir com as diversas áreas da empresa;,Não informado
Gerente de Auditoria Corporativa de TI,Amanco Wavin,"São Paulo, SP",há 30+ dias,2021-10-18,"Gerenciar a função de Auditoria de TI com amplo foco em Segurança da informação, controles gerais de TI e SAP, ameaça cibernética, gerenciamento de identidade e…",R$ 200.000 - R$ 250.000 por ano
Project Manager-iX,IBM,"São Paulo, SP",há 11 dias,2021-10-18,"Moderating and participating in technical and/or business alignment meetings; Managing the innovation program, the professional will be responsible for managing…",Não informado
2022 Internship Program - Brazil,MasterCard,"São Paulo, SP",há 30+ dias,2021-10-18,"Impactful assignments that drive business results. Program starting in January 2022. Opportunities in Sales, Marketing, Analytics, Technology Implementation,…",Não informado
Analista de BI,Forever Liss,"Lençóis Paulista, SP",há 30+ dias,2021-10-18,"Desejável pós-graduação em Ciências de Dados; Conhecimentos de SQL, Python, mineração de dados, ETL, uso de Metabase, Power BI e Google Data Studio.",Não informado
ANALISTA DE BI,Divulga Vagas,"São Paulo, SP",há 12 dias,2021-10-18,- Responsável pela criação de índices e KPIs necessários para uma análise gerencial da Diretoria de Recursos Humanos. - Atuação com modelagem de dados. -…,R$ 2.000 por mês
Account Executive 6,Salesforce,"São Paulo, SP",há 11 dias,2021-10-18,"Experience with analytics, data, databases, predictive modeling, or business intelligence preferred. Experienced. 6+ years sales and/or experience with…",Não informado
novaProduct Designer II - Money,Uber,"São Paulo, SP",há 2 dias,2021-10-18,"Thoughtfully solve problems for our users and for our business. Work closely with research, product, and engineering partners to deeply understand issues…",Não informado
Analista de BI Pleno,Cargo X,"São Paulo, SP",há 30+ dias,2021-10-18,"Todas elas estão abertas para pessoas com deficiência (PCDs). Apoiar os PMs e os times de negócio no mapeamento de KPIs, automatizando o cálculo e a…",Não informado
Especialista de Processos - Operações,Rabobank,"São Paulo, SP",há 30 dias,2021-10-18,"Análise e modelagem de bases de dados – ETL (Extract Transform Load), para garantir a integridade da informação; Atividades Melhorias de Processo (Green Belt).",Não informado
Analista de BI (QlikView),Indra,"São Paulo, SP",há 30 dias,2021-10-18,"Profissional com experiência em análise de dados, ETL, desenvolvimento de dashboards, parametrizações na plataforma QlikView.",Não informado
Global Deployment Lead / VP,Afiniti,"São Paulo, SP",há 18 dias,2021-10-18,Experience in building business cases. Hands on experience with business development. Pre-sales: present with the business development team to make a sale.,Não informado
novaDesenvolvedor de Aplicações - Senior,IBM,"Hortolândia, SP",há 2 dias,2021-10-18,"Experience deploying analytical models to solve business problems. This person will work alongside consultants, managers, and senior data scientists to…",Não informado
Data Insights Coordinator,Media.Monks,"São Paulo, SP",há 30+ dias,2021-10-18,"Connect and analyze the Consumer Journey, looking for business opportunities. Experience in sales, business development and/or account management.",Não informado
Analista de SEO,Holos Media,"Pinheiros, SP",há 23 dias,2021-10-18,"Empresa especializada em Campanhas de Mídia Digitial, incluindo Planejamento Estratégico de Campanhas, Gestão de Links Patrocinados, SEO, Web Analytics e…",Não informado
Grains and Oilseeds Price Specialist,PLATTS,"São Paulo, SP",há 30+ dias,2021-10-18,"Grade (relevant for internal applicants only): 9. The Impact: We are seeking a price specialist with corn market experience, able to drive our grains and…",Não informado
Analista de BI Sr,Grupo Carrefour Brasil,"São Paulo, SP",há 9 dias,2021-10-18,"O Carrefour acredita no potencial transformador da boa alimentação, e tem como propósito ser líder mundial em transição alimentar.",Não informado
Sales Operations Analyst,Red Hat Software,"São Paulo, SP",há 30+ dias,2021-10-18,Develop analyses and presentations for leadership that contain insightful and actionable intelligence. Solid understanding of business processes and the needs…,Não informado
BI Supervisor,Taking,"São Paulo, SP",há 30 dias,2021-10-18,"Conhecimento avançado de Datastudio, Power BI; Supervisão da rotina do time, garantindo adesão ao cronograma. Garantia do fluxo de comunicação entre o time.",Não informado
Gerente de CRM / Growth,digio,"Barueri, SP",há 8 dias,2021-10-18,Desenvolver iniciativas para preencher lacunas ainda não aproveitadas; Gerenciar a cooperação entre equipes; Coordenar a equipe de CRM e outros times (dentro e…,Não informado
novaAnalista de BI (Web Analytics),Innolevels Tecnologia da Informação Ltda,"São Paulo, SP",há 2 dias,2021-10-18,"Gerar dashboards / prover KPIs através de ferramentas como Google Anaytics, Datastudio ou PowerBI; Auxiliar na estruturação de campanhas online com foco em…",Não informado
Especialista de BI,Harpio,"São Paulo, SP",há 30+ dias,2021-10-18,"Possuem o certificado GPTW, pelo segundo ano consecutivo, o que reforça o comprometimento em proporcionar uma excelente experiência também para os colaboradores…",Não informado
Coordenador(a) de Inteligência,ACE Startups,"São Paulo, SP",há 30+ dias,2021-10-18,"Familiaridade com ferramentas de business intelligence, como Power BI, Data Studio ou Tableau e boas práticas recomendadas de visualização de dados (Modelos…",Não informado
Data Scientist,Tigerspike,"São Paulo, SP",há 30+ dias,2021-10-18,"Use business intelligence tools such as Tableau for better visualization and transparency of data analytics, driving insightful business strategies and improved…",Não informado
novaApplication Developer Java Web,IBM,"Hortolândia, SP",há 1 dia,2021-10-18,"IT Specialists in this job role have expertise in translating IT requirements in the design, development, and assembly of components to create custom…",Não informado
Inside Sales Account Representative (Brazil),SAS Institute Inc,"São Paulo, SP",há 13 dias,2021-10-18,"Identifies accounts with high “close” potential, qualifies opportunities thoroughly, and accurately forecasts timeframes to close business.",Não informado
"Commodity Analyst, Gold",S&P Global,"São Paulo, SP",há 30+ dias,2021-10-18,"Some business travel as required. Participation in business development activities and external representation as required, such as at conferences or client…",Não informado
novaDesenvolvedor de Software - Senior,IBM,"Hortolândia, SP",há 1 dia,2021-10-18,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",Não informado
Especialista de BI,KAVAK Careers,"São Paulo, SP",há 25 dias,2021-10-18,Buscamos um BI Associate motivado por criar soluções inovadoras para integrar nosso time de Autopeças. Estamos construindo o maior time de compra de autopeças…,Não informado
Coordenador(a) de Marketing de Influência,Social Tailors,"São Paulo, SP",há 18 dias,2021-10-18,"Somos especialistas em conectar pessoas a marcas de entretenimento, cultura e lifestyle. Há quase uma década, trabalhamos com as plataformas digitais de forma…",Não informado
Analista de BI SR,INEX,"São Paulo, SP",há 30+ dias,2021-10-18,"Criar e dar manutenção em consultas, procedures e packages em PL/SQL; Estruturar as rotinas de carga com o objetivo de facilitar o entendimento da trilha da…",Não informado
Especialista de BI,JLL,"São Paulo, SP",há 30+ dias,2021-10-18,"Experiência com Tableu, Excel, ETL, Alterix; Experiência com melhoria de processos; Experiência em linguagens de programação de análise de dados (R, Python e…",Não informado
Analista de MIS/BI Pleno,IOUU,"Votorantim, SP",há 30+ dias,2021-10-18,"Fazemos parte de um ecossistema bancário completo, onde estamos ligados ao LetsBank, o banco digital das MPME’s, bem como o Voiter, banco de atacado expoente em…",Não informado
Sr AI/ML Specialist SA,Amazon AWS Services Brazil Ltd,"São Paulo, SP",há 30+ dias,2021-10-18,Work with customer's development and data science teams to deeply understand their business and technical needs and design ML solutions that make the best use…,Não informado
Senior Microsoft Azure Analysis Financial Services Developer,DXC,"Araraquara, SP",há 30+ dias,2021-10-18,Building business intelligence solutions in using MSBI Suite of products. Core team member of a high-performance business analytics and executive performance…,Não informado
"Director, Marketing - Brazil","Rimini Street, Inc.","São Paulo, SP",há 30+ dias,2021-10-18,Manage marketing budget and program performance to ensure achievement of business targets while maximizing value within defined budgets.,Não informado
Analista BI PL/Sr,Mazzatech,"Morumbi, SP",há 24 dias,2021-10-18,EXPERIÊNCIA: Sistemas da Informação - Imprescindível conhecimento Qlik View; BI Extração de relatórios; Melhorias e soluções Atividades: Análise e solução de…,Não informado
Analista de BI,banQi,"São Paulo, SP",há 30+ dias,2021-10-18,"Desejável experiência com Confluence, Jira ou PowerBI. Orientado a dados: você será a pessoa chave de dados no time.",Não informado
"Director, iTero Latam",AlignTech,"São Paulo, SP",há 25 dias,2021-10-18,"Utilize metrics, internal/external environmental and business intelligence to provide the early identification of new business opportunities.",Não informado
Analista de Power BI Pleno,CARPEDIEM CONSULTORIA,"São Paulo, SP",há 16 dias,2021-10-18,O profissional deverá manipular e construir relatórios dentro do POWER BI (imprescindível o domínio da ferramenta da Microsoft.,Não informado
Commercial Associate,S&P Global,"São Paulo, SP",há 30+ dias,2021-10-18,"Monitor product usage and develop account profiles including geographic/departmental presence, relationship history and business interests to help develop…",Não informado
Analista de Produtos Sr,Lenovo,"São Paulo, SP",há 30+ dias,2021-10-18,"Suporte ao segmento de SMB por meio de elaboração de campanhas de marketing para geração de demanda; Interação e alinhamentos com diversas áreas parceiras, tais…",Não informado
Onboarding Manager Brazil,Emplifi,"São Paulo, SP",há 30+ dias,2021-10-18,"Street smarts, emotional intelligence, powerful work ethic and competitive drive to be the best. Experience in working with people of different seniority levels…",Não informado
novaCientista de Dados,Curriculum.com.br,"São Paulo, SP",há 4 dias,2021-10-18,"Ensino superior completo; Inglês avançado; Gestão de equipes e projetos de grande porte de Data Warehouse, Business Intelligence e Advanced Analytics;…",Não informado
Data Engineer - Business Intelligence Junior,IBM,"São Paulo, SP",há 19 dias,2021-10-18,"As a savvy liaison for our teams, you will create solutions and provide actionable insights that shape the future of our business.",Não informado
Desenvolvedor de Aplicações - Pleno,IBM,"Hortolândia, SP",há 10 dias,2021-10-18,"Experience deploying analytical models in a cloud environment to solve business problems. You will work alongside consultants, managers, and senior data…",Não informado
Desenvolvedor(a) de B.I,Algar Tech,"São Paulo, SP",há 30+ dias,2021-10-18,Conhecimento avançado em procedimentos de ETL.,Não informado
novaAnalista de Dados e Modelagem Operacional Sr,Voiter,"São Paulo, SP",há 6 dias,2021-10-18,"Pacote Office completo (Excel avançado com VBA). Conhecimento técnico Banco de Dados (SQL, Oracle, etc).",Não informado
Data Analyst,Quero Educação,"São José dos Campos, SP",há 30+ dias,2021-10-18,"Analisar bases de dados disponíveis para impulsionar o desenvolvimento de produtos, técnicas de marketing e estratégias de negócios;",Não informado
Gerente de Programas de Negócios - Pleno,IBM,"São Paulo, SP",há 25 dias,2021-10-18,"To think along with clients and sell. You will promote IBM’s position, including the benefits of IBM Z solutions and careers, including university outreach in…",Não informado
"Sr. Enterprise Architect, Oracle - Remote Brazil","Rimini Street, Inc.","São Paulo, SP",há 17 dias,2021-10-18,Develop a macro view of current and future state of business and technology architecture that is well connected with business strategy.,Não informado
Digital Analytics,Media.Monks,"São Paulo, SP",há 30+ dias,2021-10-18,Language requirement: English - business proficiency level. GTM & Google Analytics: setup and tagging implementation.,Não informado
Solutions Consultant - LATAM (Pre-Sales),WebEngage,"São Paulo, SP",há 30+ dias,2021-10-18,"Work with Sales team to identify and qualify business opportunities. Pro-actively drive customer engagement which includes proof of concepts, presentation,…",Não informado
Full Stack Engineer (Remote) - Brazil,AlphaSights,"São Paulo, SP",há 30+ dias,2021-10-18,Understand our business context deeply and leverage your engineering knowledge to propose creative solutions to problems. Help pick and define our tools.,Não informado
CIENTISTA DE DADOS / ANALYTICS (ESPECIALISTA I),Braskem,"São Paulo, SP",há 16 dias,2021-10-18,"Você fará parte do Digital Center, um time inovador e que tem crescido continuamente dentro da Braskem. Usar técnicas de Analytics, data mining, big data, IoT,…",Não informado
Marketing Automation Activation Manager - Remote Brazil [WKG...,Marvel Marketers,"São Paulo, SP",há 12 dias,2021-10-18,"Presenting to business stakeholders, and driving value for the business. Effectively communicate, and demonstrate confidence and emotional intelligence to team…",Não informado
Security Consultant,Amazon AWS Services Brazil Ltd,"São Paulo, SP",há 30+ dias,2021-10-18,"Relevant experience with /implementation/consulting with Security, Compliance, and Risk Management including a mix of hands-on technical work along with…",Não informado
Salesforce - Desenvolvedor(a) e Consultor(a),IBM,"Hortolândia, SP",há 26 dias,2021-10-18,"For Devs: Apex development (Visualforce, Triggers, Apex Classes, Test Classes, Lightning Components) and For Consultants: Experience with the Salesforce CRM…",Não informado
Analista de BI - Pleno,Leega Consultoria,"São Paulo, SP",há 30+ dias,2021-10-18,"Ficaremos muito felizes em ter você em nosso time. Atuará na evolução e sustentação do BI em Oracle (PL/SQL). Forte atuação com SQL, PL/SQL.",Não informado
Resource Coordinator,Atlas Technica,"São Paulo, SP",há 30+ dias,2021-10-18,English language skills sufficient for professional communication in a business environment. As a Resource Coordinator your primary goal will be to ensure that…,Não informado
Application Developer-Java & Web Technologies,IBM,"São Paulo, SP+2 locais",há 30+ dias,2021-10-18,"The success of IBM is in your hands as you transform vital business needs into code and drive innovation. At IBM, we pride ourselves on being an early adopter…",Não informado
Consultor SAP - Módulos Especiais Ex,Tech Mahindra,"São Paulo, SP",há 10 dias,2021-10-18,"BO (Business Objects) com experiencia em web intelligence. Somos a Tech Mahindra, empresa do GrupoMahindra, uma multinacional Indiana e está presente no Brasil…",Não informado
Engenheiro de Dados GCP/BIGQUERY,Leega Consultoria,"São Paulo, SP",há 30+ dias,2021-10-18,A Leega é uma empresa focada no atendimento eficiente e inovador em seus clientes. Isso não poderia ser diferente com o nosso principal combustível: as pessoas!,Não informado
novaSecurity Consultant - Senior,IBM,"São Paulo, SP",há 1 dia,2021-10-18,"We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an…",Não informado
Sales Executive - Enterprise SaaS,Honeywell,"Barueri, SP",há 27 dias,2021-10-18,Analyze customers’ needs and use consultative selling skills to solve complex business problems while driving adoption for PSS software enabled solutions.,Não informado
Mercado Livre -Tech Lead - Front-end,Page Outsourcing Brasil,"Osasco, SP",há 10 dias,2021-10-18,"Nossas equipes de desenvolvimento, arquitetura, banco de dados, user experience e business intelligence, co-criam e são responsáveis pela plataforma líder de e…",Não informado
Graphic Designer and Web publisher,Oracle,"São Paulo, SP",há 30+ dias,2021-10-18,Applies statistics-based market intelligence to business issues and formulates recommendations on optimizing the user experience and help drive business…,Não informado
Analista de Desenvolvimento Python (BI),Pmweb,"São Paulo, SP",há 11 dias,2021-10-18,"Estamos em busca de uma pessoa com perfil analítico, curioso e flexível para contribuir ativamente na área de Business Intelligence com foco na criação de…",Não informado
Senior Application Developer,IBM,"Hortolândia, SP",há 10 dias,2021-10-18,"Do you have a passion for creating business value? Join our team in accounting, financial planning, pricing, business controls, tax, treasury, business…",Não informado
Sr Sales Manager - Brazil,Welch Allyn,"São Paulo, SP",há 30+ dias,2021-10-18,"Demonstrates strong business and financial analytical skills/proficient with Excel. Assist in preparing, an annual territory business plan, using available…",Não informado
Analista de Infraestrutura de Tecnologia da Informação - Sen...,Kyndryl,"Hortolândia, SP",há 18 dias,2021-10-18,"We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an…",Não informado
PESSOA ANALISTA DE BI II,Página de carreiras,"São Paulo, SP",há 10 dias,2021-10-18,"// Nascemos em 1998, fruto da paixão pela tecnologia e do impulso empreendedor de nossos fundadores. Com a sabedoria que só quem é a página inicial da internet…",Não informado
Analista BI Sr.,ISALAB,"São Paulo, SP",há 23 dias,2021-10-18,"A atuação de um(a) Analista de Business Intelligence Sr. na ISA LAB consiste gerenciar banco de dados, produzir relatórios, construir e analisar dashboards com…",Não informado
Data Lab Architect - Analytics,Amazon AWS Services Brazil Ltd,"São Paulo, SP",há 27 dias,2021-10-18,"You will focus on real time and batch-based data processing, business intelligence, analytics, and machine learning systems.",Não informado
Analista de BI,Febracis,"Barueri, SP",há 19 dias,2021-10-18,"Graduação em Ciência da Computação, Sistemas de Informação, Engenharia, Estatística, matemática ou áreas técnicas similares. Banco de dados SQL Server.",Não informado
Data Lab Architect - Analytics,Amazon AWS Services Brazil Ltd,"São Paulo, SP",há 27 dias,2021-10-18,"You will focus on real time and batch-based data processing, business intelligence, analytics, and machine learning systems.",Não informado
Analista de BI,Febracis,"Barueri, SP",há 19 dias,2021-10-18,"Plataformas Business Intelligence (BI): Microsoft Power BI. Banco de dados SQL Server. Projeto, análise e desenvolvimento de scripts e programas estatísticos…",Não informado
Analista de BI Pleno - Dados,Collinson,"São Paulo, SP",há 30+ dias,2021-10-18,O Analista de BI Pleno será responsável pela estruturação e disponibilização de todos os dados de clientes em bases estruturadas (data marts) no ambiente do…,Não informado
"Tech Lead, Software Engineer - Remote",Google,"São Paulo, SP",há 13 dias,2021-10-18,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",Não informado
"VP, Client Marketing Manager – Latin America",Pacific Investment Management Company LLC,"São Paulo, SP",há 24 dias,2021-10-18,"To achieve measurable business objectives that align with business and firm strategic objectives. In this role, you will drive marketing strategy for the Latin…",Não informado
Analista de Gerenciamento de Sistemas - Pleno,IBM,"Hortolândia, SP",há 10 dias,2021-10-18,"Whether it’s our Engineering teams that need a test environment or our software running in production, we are seeking skilled systems management professionals…",Não informado
Intelligence Analyst,Control Risks,"São Paulo, SP",há 30+ dias,2021-10-18,Leverages intelligence analysis skills in order to Analyze and assess all-source information for the production of protective intelligence and threat analysis.,Não informado
Data Manager,Robert Walters,"São Paulo, SP",há 10 dias,2021-10-18,"Advanced knowledge of Business intelligence, Analytics and Data Science projects; Master’s degree in Computer Science or Data Engineering or equivalent.",Não informado
Analista de BI,Santander Brasil,"São Paulo, SP",há 30+ dias,2021-10-18,"Em atividade no mercado local desde 1982, o Santander é o terceiro maior banco privado do Sistema Financeiro Nacional.",Não informado
Analista de Dados/BI - Pl,Vitreo,"São Paulo, SP",há 30+ dias,2021-10-18,"Obtenção de dados de fontes primárias ou secundárias. Ensino superior completo em Engenharia, Análise de Sistemas, Administração, Economia, Contabilidade,…",Não informado
Associate - Structured Finance,S&P Global,"São Paulo, SP",há 30+ dias,2021-10-18,"Analyze original, non-routine business problems in a timely, orderly and insightful manner. Must have a strong understanding of financial markets and business…",Não informado
Gerente de Auditoria Corporativa de TI,Amanco Wavin,"São Paulo, SP",há 30+ dias,2021-10-18,"Gerenciar a função de Auditoria de TI com amplo foco em Segurança da informação, controles gerais de TI e SAP, ameaça cibernética, gerenciamento de identidade e…",R$ 200.000 - R$ 250.000 por ano
Sales Executive Senior-Client Management,FIS Global,"São Paulo, SP",há 30+ dias,2021-10-18,"Analytical skills are required to determine client business needs and requirements. Demonstrates product and industry knowledge including various solutions,…",Não informado
Analista de Infraestrutura de Tecnologia da Informação - Sen...,IBM,"São Paulo, SP",há 30+ dias,2021-10-18,"Environment: Professional knowledge related to incumbent's function/business unit and its processes. Activities are subject to business measurements, impact…",Não informado
Analista de BI,HPROJEKT,"São Paulo, SP",há 30+ dias,2021-10-18,"Linguagem SQL, Programação, Click (dashbords) ou Tableau; Auxílio Creche/babá - R$ 481,00 (teto).",R$ 160 - R$ 270 por dia
"Senior Manager, Operations & Analytics",Zendesk,"São Paulo, SP",há 14 dias,2021-10-18,"6+ years of experience in strategy consulting, data analytics, business intelligence, or related field. Also, to support the improvement of business processes…",Não informado
Sales Account Manager,HP,"São Paulo, SP",há 30+ dias,2021-10-18,Plan for future business opportunities. May seek advice in order to make decisions on complex business issues. Ability to handle most unique situations.,Não informado
AI/ML Specialist,Amazon AWS Services Brazil Ltd,"São Paulo, SP",há 24 dias,2021-10-18,"10+ years of technology related sales or business development experience. 3+ years working domain experience in machine learning, artificial intelligence, or…",Não informado
Solutions Marketing Manager LATAM,ResMed,"Brooklin, SP",há 30+ dias,2021-10-18,"Ability to translate complex concepts and technologies into business-oriented value propositions. Work with cross-functional teams across the business,…",Não informado
Especialista business intelligence,Shoulder,"São Paulo, SP",há 30+ dias,2021-10-18,"Monitorar o funcionamento das aplicação de BI/CRM; Efetuar levantamento de requisitos, regras de negócio e visões desejadas pelos gestores, aplicando as…",Não informado
Data Transformation Lead,Mondelēz International,"São Paulo, SP",há 30+ dias,2021-10-18,"Building Insights driven business and analytics to drive business performance. Excellent leadership, communication, and influencing skills with high levels of…",Não informado
Production Analyst,Afiniti,"São Paulo, SP",há 30+ dias,2021-10-18,"Provide initial assessment of urgency and business impact on all support helpline calls and emails. As a Production Analyst, your purpose is to assist our…",Não informado
BI Supervisor,Spark,"São Paulo, SP",há 30+ dias,2021-10-18,"Supervisão da rotina do time, garantindo adesão ao cronograma. Garantia do fluxo de comunicação entre o time. Conhecimento avançado de Datastudio, Power BI;",Não informado
ANALISTA INFORMACOES GERENCIAIS SR,Bradesco Seguros,"Barueri, SP",há 30+ dias,2021-10-18,Curso superior completo/especialização em Engenharia da Computação; Sistema da Informação; Ciência da Computação e correlacionados; O que você irá entregar:,Não informado
Analista de BI Sênior / DW - Saúde,Benner,"Barueri, SP",há 10 dias,2021-10-18,"Esta posição visa compor nosso time de BI, com foco na área de saúde, gerando indicadores tanto para suporte da operação, quanto para tomada de decisões…",Não informado
Arquiteto de Dados,Emphasys IT Services,"São Paulo, SP",há 30+ dias,2021-10-18,"Potencializar o uso de dados das suas áreas de atuação. Acompanhar criação dos Dashboards (front-end). Business Intelligence (ETL, DW, Modelagem de dados).",Não informado
Diretor(a) de Arte Criativo,Edelman,"São Paulo, SP",há 25 dias,2021-10-18,A Edelman Brasil está em busca de um(a) novo(a) Diretor(a) de Criação que irá trabalhar no nosso núcleo de Strategy & Planning! Será responsável por: -…,Não informado
Desenvolvedor BI,Agante Consultoria,"Cotia, SP",há 30+ dias,2021-10-18,Prática avançada com Power BI; habilidades analíticas; conhecimentos em linguagem DAX; experiência com banco de dados SQL e modelagem de dados; superior em…,Não informado
Marketing Coordinator,Zenvia,"São Paulo, SP",há 16 dias,2021-10-18,"Planning our Account Based Marketing and Outbound campaigns, from the definition of buyer personas in conjunction with sales teams, market intelligence, CRM,…",Não informado
Package Consultant: Salesforce,IBM,"São Paulo, SP+1 local",há 23 dias,2021-10-18,"You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business…",Não informado
eChannel Development Manager Brazil,Michael Page,"São Paulo, SP",há 30+ dias,2021-10-18,Gerenciar Amazon BRA como gerente de conta principal. Colaborar com outras funções internamente para fazer crescer os negócios mutuamente com varejistas online…,Não informado
Data Analyst | Pleno,Quero Educação,"São José dos Campos, SP",há 30+ dias,2021-10-18,"Analisar bases de dados disponíveis para impulsionar o desenvolvimento de produtos, técnicas de marketing e estratégias de negócios;",Não informado
"Marketing Analytics, Senior Manager",Gympass,"São Paulo, SP",há 30+ dias,2021-10-18,Experience gathering business requirements and developing efficacy measurements and dashboards to surface meaningful KPIs and actionable intelligence to…,Não informado
Logistics Specialist - (Remote),Tridge,"São Paulo, SP",há 30+ dias,2021-10-18,"This position is to be fully-remote. After you join Tridge, there will be webinar training sessions to help you better understand your role in Tridge.",Não informado
Instrutor Técnico BI/Big Data,Leega Consultoria,"São Paulo, SP",há 30+ dias,2021-10-18,"Ficaremos muito felizes em ter você em nosso time. Desenvolvimento e aplicação de treinamentos técnicos envolvendo tecnologias da área de BigData, Data…",Não informado
Senior Data Scientist – AI/ML Quant (Sao Paulo) (R coding),Argus Media,"São Paulo, SP",há 30+ dias,2021-10-18,"As an AI/ML Quant, you will be responsible for keeping up to date on the latest research in the field of automatic machine learning and artificial intelligence…",Não informado
Analista Power BI,Moot It Consulting,"São Paulo, SP",há 23 dias,2021-10-18,Montagem de Sql para extração de dados em bancos; Consolidação das informações extraídas das bases de dados;,Não informado
